userid, password,residence_state, high_school_name, high_school_city, high_school_state,GPA, college_class,major_1,major_2, SAT_math, SAT_EBRW, ACT_English, ACT_math, ACT_reading, ACT_science, ACT_composite, SAT_literature, SAT_US_hist, SAT_world_hist, SAT_math_I, SAT_math_II, SAT_eco_bio, SAT_mol_bio, SAT_chemistry, SAT_physics,num_AP_passed
test935,pass935,VT,University High School,Normal,IL,2.29,2026,Physics,Chemical and Biomolecular Engineering,290,280,5,27,13,3,12,290,300,410,570,660,540,590,440,650,10
test936,pass936,WI,University High School,Normal,IL,0.93,2025,Human Computer Interaction,Registered Nursing/Registered Nurse,770,300,36,11,4,14,16,400,740,580,750,710,340,790,630,570,1
test937,pass937,MN,University High School,Normal,IL,1.78,2023,Multi-/Interdisciplinary Studies,German Language and Literature,450,600,36,16,17,31,25,660,800,690,530,750,440,770,380,770,2
test938,pass938,AR,University High School,Normal,IL,2.2,2022,Visual and Performing Arts,Interior Architecture,280,790,16,14,24,14,17,490,460,320,210,750,470,230,590,510,9
test939,pass939,KY,University High School,Normal,IL,0.38,2028,Applied Mathematics,Computer and Information Sciences,320,660,11,21,7,17,14,550,400,270,730,470,240,440,590,290,2
test940,pass940,GA,University High School,Normal,IL,2.84,2026,Sustainability Studies,Clinical Laboratory Science/Medical Technology/Technologist,210,240,13,14,19,19,16,790,600,640,250,800,580,580,650,780,3
test941,pass941,AL,Volcano Vista High School,Albuquerque,NM,1.72,2020,Comparative Literature,Environmental Studies,220,200,10,25,25,8,17,800,710,480,650,260,760,780,720,270,0
test942,pass942,CO,Volcano Vista High School,Albuquerque,NM,0.94,2026,Photography,Computer Graphics,710,660,29,17,23,9,20,210,560,770,680,380,630,310,340,770,4
test943,pass943,TN,Volcano Vista High School,Albuquerque,NM,2.91,2021,Fine/Studio Arts,Astronomy,770,240,9,7,35,11,16,440,370,540,800,510,640,740,290,340,7
test944,pass944,AR,Volcano Vista High School,Albuquerque,NM,2.44,2021,Information Science/Studies,French Language and Literature,250,580,6,14,8,2,8,730,260,470,680,380,290,230,600,430,8
test945,pass945,WY,Volcano Vista High School,Albuquerque,NM,1.13,2024,Chemical and Biomolecular Engineering,Engineering,440,640,25,8,35,13,20,780,250,550,540,270,780,330,460,710,5
test946,pass946,OK,Volcano Vista High School,Albuquerque,NM,0.54,2028,Biochemistry,Environmental Studies,690,480,14,17,8,34,18,600,590,260,610,780,240,400,760,290,7
test947,pass947,CT,Volcano Vista High School,Albuquerque,NM,0.15,2024,Ecology,Computer and Information Sciences,740,760,29,10,22,11,18,540,400,570,280,750,610,680,500,220,3
test948,pass948,KY,Volcano Vista High School,Albuquerque,NM,3.91,2028,Environmental Studies,Biological and Physical Sciences,570,510,18,8,8,24,14,440,660,700,400,630,700,630,490,210,1
test949,pass949,HI,Volcano Vista High School,Albuquerque,NM,3.66,2026,Drama and Dramatics/Theatre Arts,Architecture and Related Services,490,290,30,31,24,11,24,570,220,240,600,460,200,370,270,440,10
test950,pass950,MN,Volcano Vista High School,Albuquerque,NM,0.75,2025,Digital Communication and Media/Multimedia,Polysomnography,240,800,16,3,17,25,15,430,310,800,660,630,730,760,420,400,8
test951,pass951,AZ,Walton High School,Marietta,GA,2.73,2024,Italian Language and Literature,Art/Art Studies,320,570,19,23,8,11,15,790,560,280,670,360,570,360,630,560,3
test952,pass952,NJ,Walton High School,Marietta,GA,3.68,2028,Geology/Earth Science,Atmospheric Sciences and Meteorology,710,610,8,22,31,22,21,530,550,330,740,740,270,210,210,310,5
test953,pass953,OR,Walton High School,Marietta,GA,0,2024,Interior Architecture,American/United States Studies/Civilization,610,490,30,24,2,34,22,520,410,510,460,560,660,410,640,290,1
test954,pass954,WY,Walton High School,Marietta,GA,2.81,2023,Cinematography and Film/Video Production,Ecology,760,500,6,14,11,8,10,370,360,460,660,250,460,600,720,800,2
test955,pass955,NJ,Walton High School,Marietta,GA,1.39,2028,Astronomy,Religion/Religious Studies,680,500,19,12,22,26,20,470,740,730,300,310,660,600,760,400,2
test956,pass956,ME,Walton High School,Marietta,GA,0.02,2020,Music,Philosophy,750,680,22,1,1,8,8,440,560,290,440,620,620,590,420,210,4
test957,pass957,IA,Walton High School,Marietta,GA,3.46,2021,Visual and Performing Arts,Chemistry,560,630,27,13,25,1,16,580,500,620,450,400,250,770,590,500,9
test958,pass958,AL,Walton High School,Marietta,GA,2.11,2026,Ceramic Arts and Ceramics,Painting,640,570,10,14,36,9,17,440,770,720,710,690,670,370,640,660,7
test959,pass959,OR,Walton High School,Marietta,GA,1.27,2028,Graphic Design,Computer and Information Sciences,200,500,28,28,17,6,20,350,330,430,310,730,410,350,710,580,3
test960,pass960,MT,Walton High School,Marietta,GA,3.94,2028,Economics,Biology/Biological Sciences,510,290,3,17,19,20,15,350,250,430,510,220,390,530,240,350,8
test961,pass961,MN,Waubonsie Valley High School,Aurora,IL,0.06,2025,Geology/Earth Science,Sculpture,700,340,8,23,14,6,13,780,750,210,210,280,550,420,510,490,1
test962,pass962,ME,Waubonsie Valley High School,Aurora,IL,1.17,2024,Photography,Art Teacher Education,660,500,9,22,18,24,18,680,320,530,320,750,760,260,360,360,0
test963,pass963,RI,Waubonsie Valley High School,Aurora,IL,1.54,2023,Political Science and Government,Art/Art Studies,250,300,10,36,25,31,26,700,350,630,400,580,300,600,680,700,10
test964,pass964,OK,Waubonsie Valley High School,Aurora,IL,2.41,2021,English Language and Literature,English Language and Literature,260,310,36,12,21,34,26,350,560,420,470,670,270,710,390,470,7
test965,pass965,OK,Waubonsie Valley High School,Aurora,IL,3.19,2027,Physical Sciences,French Language and Literature,780,610,27,34,25,27,28,420,630,610,480,530,590,710,460,660,9
test966,pass966,UT,Waubonsie Valley High School,Aurora,IL,2.03,2024,Chemical and Biomolecular Engineering,Physical Sciences,440,230,9,10,11,3,8,780,280,240,290,450,560,600,780,380,0
test967,pass967,MS,Waubonsie Valley High School,Aurora,IL,1.04,2021,Art/Art Studies,European Studies/Civilization,200,610,13,11,12,24,15,340,440,470,200,500,280,670,570,540,6
test968,pass968,ND,Waubonsie Valley High School,Aurora,IL,1.44,2026,Geology/Earth Science,Design and Applied Arts,550,370,24,18,32,31,26,790,490,450,310,720,400,680,290,640,7
test969,pass969,VT,Waubonsie Valley High School,Aurora,IL,1.28,2024,Bioengineering and Biomedical Engineering,Information Science/Studies,210,310,30,5,6,18,15,670,750,240,730,480,770,680,580,400,0
test970,pass970,NE,Waubonsie Valley High School,Aurora,IL,3.31,2022,Environmental Design/Architecture,Chemical and Biomolecular Engineering,360,720,21,23,14,35,23,520,630,500,210,650,560,220,340,590,0
test971,pass971,CA,Westlake Academy,Westlake,TX,2.5,2026,Health Services/Allied Health/Health Sciences,Health Services/Allied Health/Health Sciences,380,720,27,26,28,18,25,290,440,800,670,690,740,750,230,690,8
test972,pass972,NE,Westlake Academy,Westlake,TX,3.88,2021,Physics,Health Services/Allied Health/Health Sciences,420,450,36,19,31,15,25,580,610,530,620,710,300,380,670,210,0
test973,pass973,NY,Westlake Academy,Westlake,TX,0.83,2024,European Studies/Civilization,Music,390,470,8,8,8,8,8,310,650,260,430,660,780,270,270,310,1
test974,pass974,CA,Westlake Academy,Westlake,TX,0.91,2020,Civil Engineering,Clinical Laboratory Science/Medical Technology/Technologist,720,490,3,5,24,6,10,250,260,460,590,410,210,390,370,340,6
test975,pass975,SD,Westlake Academy,Westlake,TX,3.28,2026,Graphic Design,Art/Art Studies,470,560,9,28,14,32,21,350,270,230,680,230,220,490,610,370,8
test976,pass976,MA,Westlake Academy,Westlake,TX,1.83,2023,Biological and Physical Sciences,Cinematography and Film/Video Production,580,740,21,9,11,32,18,800,370,370,470,590,470,320,630,390,2
test977,pass977,PA,Westlake Academy,Westlake,TX,3.49,2024,Religion/Religious Studies,Biology/Biological Sciences,380,510,3,12,8,6,7,570,520,330,320,560,220,540,550,620,6
test978,pass978,HI,Westlake Academy,Westlake,TX,3.34,2021,Comparative Literature,Computer and Information Sciences,330,230,13,12,10,20,14,580,680,760,660,270,440,220,680,770,6
test979,pass979,UT,Westlake Academy,Westlake,TX,2.18,2027,Biological and Physical Sciences,Art/Art Studies,340,420,19,17,1,9,12,220,600,600,260,740,790,580,490,680,5
test980,pass980,IA,Westlake Academy,Westlake,TX,2.38,2024,Chemical and Biomolecular Engineering,Fine/Studio Arts,500,440,21,16,3,33,18,490,410,400,510,650,220,430,310,690,7
test981,pass981,MA,Westlake High School,Westlake Village,CA,0.22,2021,Linguistics,Sculpture,500,690,2,29,10,24,16,700,500,620,800,380,460,450,710,240,7
test982,pass982,MI,Westlake High School,Westlake Village,CA,0.57,2026,Drama and Dramatics/Theatre Arts,Biochemistry,560,520,1,24,20,32,19,450,510,670,220,320,720,710,280,340,4
test983,pass983,FL,Westlake High School,Westlake Village,CA,3.09,2025,Printmaking,Ecology,590,560,28,5,2,30,16,540,560,530,420,210,320,680,300,400,10
test984,pass984,MS,Westlake High School,Westlake Village,CA,1.79,2025,Environmental Studies,Economics,560,790,13,27,15,32,22,800,530,720,370,450,210,550,790,660,7
test985,pass985,OH,Westlake High School,Westlake Village,CA,3.81,2025,Italian Language and Literature,Multi-/Interdisciplinary Studies,400,680,35,9,29,26,25,630,510,670,360,530,480,360,760,310,4
test986,pass986,IA,Westlake High School,Westlake Village,CA,0.67,2020,Cinematography and Film/Video Production,Sociology,680,800,9,4,26,33,18,570,400,550,620,260,700,440,210,800,1
test987,pass987,ND,Westlake High School,Westlake Village,CA,1.14,2021,German Language and Literature,American/United States Studies/Civilization,710,600,7,18,30,34,22,460,660,340,200,430,780,610,250,430,2
test988,pass988,IL,Westlake High School,Westlake Village,CA,2.81,2020,Geology/Earth Science,Health Services/Allied Health/Health Sciences,650,300,25,6,9,7,12,400,450,320,260,410,370,540,690,230,1
test989,pass989,WA,Westlake High School,Westlake Village,CA,2.89,2025,Clinical Laboratory Science/Medical Technology/Technologist,Journalism,490,720,4,22,20,10,14,700,410,540,690,360,500,560,550,730,7
test990,pass990,WY,Westlake High School,Westlake Village,CA,0.29,2025,Physical Sciences,Fine/Studio Arts,320,610,36,35,17,22,28,330,360,680,770,690,370,320,580,790,0
test991,pass991,ND,Westwood High School,Austin,TX,1.47,2026,Pharmacology,Pharmacology,580,420,26,11,10,25,18,300,780,470,240,300,780,700,660,510,10
test992,pass992,AL,Westwood High School,Austin,TX,2.15,2028,Ecology,Bioengineering and Biomedical Engineering,630,490,31,32,29,8,25,220,420,690,420,410,540,590,400,310,9
test993,pass993,NE,Westwood High School,Austin,TX,3.63,2021,Mathematics,Clinical Laboratory Science/Medical Technology/Technologist,290,590,18,34,7,36,24,260,200,250,790,740,780,510,260,210,6
test994,pass994,AK,Westwood High School,Austin,TX,0.04,2027,Art Teacher Education,Civil Engineering,550,780,24,15,24,14,19,380,210,370,430,400,210,730,410,250,0
test995,pass995,OH,Westwood High School,Austin,TX,2.14,2020,Human Computer Interaction,Design and Visual Communications,560,590,4,24,35,16,20,550,240,660,470,210,470,560,530,360,9
test996,pass996,MN,Westwood High School,Austin,TX,2.67,2021,Information Science/Studies,American/United States Studies/Civilization,480,280,3,33,36,4,19,720,560,710,310,610,700,620,360,210,3
test997,pass997,KY,Westwood High School,Austin,TX,3.48,2021,Sociology,Interior Architecture,370,740,4,24,32,22,20,630,420,790,360,480,550,310,710,400,5
test998,pass998,TN,Westwood High School,Austin,TX,0.33,2021,Digital Communication and Media/Multimedia,Chemical and Biomolecular Engineering,450,430,22,14,32,2,18,420,800,480,630,200,240,790,530,710,9
test999,pass999,NC,Westwood High School,Austin,TX,0.75,2022,Physics,Biology/Biological Sciences,600,640,8,22,2,22,14,230,550,620,390,500,530,630,550,540,2
test1000,pass1000,NJ,Westwood High School,Austin,TX,3.47,2025,Anthropology,Biology/Biological Sciences,690,440,11,16,27,14,17,780,350,290,400,610,440,200,670,760,2
test1001,pass1001,SD,Whitefish Bay High School,Whitefish Bay,WI,2.69,2023,Visual and Performing Arts,Comparative Literature,800,260,30,7,24,14,19,520,480,520,270,320,540,200,220,370,10
test1002,pass1002,WI,Whitefish Bay High School,Whitefish Bay,WI,3.05,2026,Economics,Biology/Biological Sciences,690,550,25,8,28,10,18,800,780,230,410,780,470,400,200,420,10
test1003,pass1003,NC,Whitefish Bay High School,Whitefish Bay,WI,1.4,2021,Design and Applied Arts,Environmental Design/Architecture,320,440,30,34,27,11,26,480,500,640,680,250,710,240,620,630,4
test1004,pass1004,TX,Whitefish Bay High School,Whitefish Bay,WI,2,2027,Bioengineering and Biomedical Engineering,Italian Language and Literature,370,800,14,14,32,17,19,500,680,560,610,490,460,550,470,710,2
test1005,pass1005,IL,Whitefish Bay High School,Whitefish Bay,WI,2.13,2021,Physics,Mechanical Engineering,730,290,5,9,4,9,7,310,290,300,550,320,220,510,540,200,1
test1006,pass1006,OK,Whitefish Bay High School,Whitefish Bay,WI,3.09,2024,Biology/Biological Sciences,Creative Writing,290,680,25,32,3,8,17,530,450,300,690,330,310,560,760,440,10
test1007,pass1007,CT,Whitefish Bay High School,Whitefish Bay,WI,0.26,2023,Cinematography and Film/Video Production,Digital Communication and Media/Multimedia,490,350,10,34,7,26,19,530,720,250,510,590,300,690,290,230,7
test1008,pass1008,MO,Whitefish Bay High School,Whitefish Bay,WI,1.17,2023,Health Services/Allied Health/Health Sciences,Biology/Biological Sciences,400,210,14,11,6,16,12,550,280,620,280,420,670,780,350,540,0
test1009,pass1009,NM,Whitefish Bay High School,Whitefish Bay,WI,3.7,2028,Atmospheric Sciences and Meteorology,Film/Video and Photographic Arts,800,750,34,11,22,10,19,290,420,450,370,290,630,290,730,610,10
test1010,pass1010,NV,Whitefish Bay High School,Whitefish Bay,WI,3.51,2026,Social Work,Visual and Performing Arts,590,690,25,14,29,1,17,300,360,660,580,620,510,260,700,780,6
test1011,pass1011,AL,Whitney High School,Cerritos,CA,3.29,2026,Electrical and Electronics Engineering,Clinical Laboratory Science/Medical Technology/Technologist,570,680,8,8,4,19,10,240,590,510,350,200,520,740,240,420,5
test1012,pass1012,KS,Whitney High School,Cerritos,CA,0.28,2028,Art Teacher Education,Italian Language and Literature,790,800,29,15,29,10,21,200,300,520,480,740,660,800,670,480,4
test1013,pass1013,NJ,Whitney High School,Cerritos,CA,1.57,2020,Illustration,Art/Art Studies,590,220,28,29,34,36,32,780,610,480,320,320,220,750,800,630,7
test1014,pass1014,WV,Whitney High School,Cerritos,CA,1.07,2027,Computer Graphics,Business Administration and Management,470,250,34,29,2,20,21,750,580,200,290,400,660,260,580,800,7
test1015,pass1015,TX,Whitney High School,Cerritos,CA,3.3,2022,Clinical Laboratory Science/Medical Technology/Technologist,Marine Biology and Biological Oceanography,340,220,33,10,13,34,22,530,330,570,350,570,300,500,750,560,6
test1016,pass1016,CA,Whitney High School,Cerritos,CA,1.32,2025,Drama and Dramatics/Theatre Arts,Human Computer Interaction,710,650,29,10,35,29,26,580,520,310,790,750,220,730,790,390,3
test1017,pass1017,PA,Whitney High School,Cerritos,CA,1.92,2027,Information Science/Studies,Marine Biology and Biological Oceanography,330,270,16,2,5,30,13,500,230,200,520,320,520,550,500,470,8
test1018,pass1018,VT,Whitney High School,Cerritos,CA,0.06,2021,American/United States Studies/Civilization,Anthropology,370,310,25,19,26,11,20,780,200,560,660,510,250,260,420,690,7
test1019,pass1019,IN,Whitney High School,Cerritos,CA,0.09,2027,German Language and Literature,Applied Mathematics,270,400,31,28,28,14,25,310,350,630,200,220,550,690,680,460,4
test1020,pass1020,MI,Whitney High School,Cerritos,CA,2.98,2020,Health Services/Allied Health/Health Sciences,Biochemistry,250,660,17,1,34,32,21,540,320,570,680,440,690,320,440,470,10
